archetype,branch,node_order,unlock_level_project_v1,required_branch_points_project_v1,skill_point_cost_project_v1,ability_id,primary_prereq_ability_id,additional_prereq_ability_ids,is_branch_root,is_capstone,raw_training_cost,purchase_status,evidence,project_status
Asgard,Defensive Programs,13,30,12,1,1579,1571,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Defensive Programs,14,30,12,1,1580,1579,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Defensive Programs,15,35,14,1,1581,1561,,False,False,0,VERIFY RAW COST 0,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Defensive Programs,16,35,14,1,3258,1575,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Defensive Programs,17,40,16,1,3257,3258,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Defensive Programs,18,40,16,1,3183,1561,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Defensive Programs,19,45,18,1,3259,3183,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Defensive Programs,20,45,18,1,3190,1581,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Defensive Programs,21,50,20,1,3265,1561,"3190,3259",False,True,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Scientific Programs,1,1,0,1,1554,,,True,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Scientific Programs,2,5,2,1,1555,1554,,False,False,0,VERIFY RAW COST 0,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Scientific Programs,3,5,2,1,1550,1554,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Scientific Programs,4,10,4,1,1549,1554,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Scientific Programs,5,10,4,1,1553,1549,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Scientific Programs,6,15,6,1,1556,1555,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Scientific Programs,7,15,6,1,1557,1556,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Scientific Programs,8,20,8,1,1548,1554,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Scientific Programs,9,20,8,1,3209,1550,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Scientific Programs,10,25,10,1,3212,3209,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Scientific Programs,11,25,10,1,3180,3212,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Scientific Programs,12,25,10,1,3175,1553,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Scientific Programs,13,30,12,1,3245,3175,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Scientific Programs,14,30,12,1,3176,1554,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Scientific Programs,15,35,14,1,3177,1554,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Scientific Programs,16,35,14,1,3181,3177,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Scientific Programs,17,40,16,1,3178,1557,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Scientific Programs,18,40,16,1,3254,3178,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Scientific Programs,19,45,18,1,3255,3254,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Scientific Programs,20,45,18,1,3256,3255,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Scientific Programs,21,50,20,1,3246,1554,"3256,3181",False,True,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Heritage,1,1,0,1,1984,,,True,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Heritage,2,5,2,1,1734,1984,,False,False,0,VERIFY RAW COST 0,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Heritage,3,5,2,1,1731,1984,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Heritage,4,10,4,1,1481,1984,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Heritage,5,10,4,1,1482,1481,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Heritage,6,15,6,1,1735,1731,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Heritage,7,15,6,1,1733,1734,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Heritage,8,20,8,1,2001,1482,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Heritage,9,20,8,1,2008,1735,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Heritage,10,25,10,1,2029,2001,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Heritage,11,25,10,1,2026,2029,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Heritage,12,25,10,1,1640,1984,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Heritage,13,30,12,1,1641,1640,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Heritage,14,30,12,1,2028,1641,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Heritage,15,35,14,1,1905,2026,,False,False,0,VERIFY RAW COST 0,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Heritage,16,35,14,1,2025,1733,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Heritage,17,40,16,1,2058,1905,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Heritage,18,40,16,1,2042,2058,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Heritage,19,45,18,1,2027,2008,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Heritage,20,45,18,1,2841,2042,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Heritage,21,50,20,1,2043,1984,"2841,2027",False,True,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Tau'ri,1,1,0,1,2104,,,True,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; revision-heavy membership; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Tau'ri,2,5,2,1,1917,2104,,False,False,0,VERIFY RAW COST 0,SECONDARY branch name; revision-heavy membership; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Tau'ri,3,15,6,1,2262,1917,,False,False,0,VERIFY RAW COST 0,SECONDARY branch name; revision-heavy membership; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Tau'ri,4,20,8,1,2430,2262,,False,False,0,VERIFY RAW COST 0,SECONDARY branch name; revision-heavy membership; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Tau'ri,5,30,12,1,2263,2430,,False,False,0,VERIFY RAW COST 0,SECONDARY branch name; revision-heavy membership; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Tau'ri,6,35,14,1,2265,2263,,False,False,0,VERIFY RAW COST 0,SECONDARY branch name; revision-heavy membership; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Tau'ri,7,45,18,1,2264,2265,,False,False,0,VERIFY RAW COST 0,SECONDARY branch name; revision-heavy membership; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Tau'ri,8,50,20,1,2126,2104,2264,False,True,0,VERIFY RAW COST 0,SECONDARY branch name; revision-heavy membership; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Tactics,1,1,0,1,1723,,,True,False,0,VERIFY RAW COST 0,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Tactics,2,5,2,1,1727,1723,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Tactics,3,5,2,1,1728,1723,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Tactics,4,10,4,1,1724,1723,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Tactics,5,10,4,1,1726,1724,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Tactics,6,15,6,1,1725,1726,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Tactics,7,15,6,1,1736,1728,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Tactics,8,20,8,1,1626,1736,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Tactics,9,20,8,1,2072,1727,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Tactics,10,20,8,1,2070,1723,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Tactics,11,25,10,1,649,1723,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Tactics,12,25,10,1,874,649,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Tactics,13,30,12,1,2064,2072,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Tactics,14,30,12,1,2061,2070,,False,False,0,VERIFY RAW COST 0,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Tactics,15,30,12,1,2062,2061,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Tactics,16,35,14,1,2063,2062,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Tactics,17,35,14,1,2065,2063,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Tactics,18,40,16,1,1997,1725,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Tactics,19,40,16,1,1998,1997,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Tactics,20,45,18,1,2067,2064,,False,False,0,VERIFY RAW COST 0,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Tactics,21,45,18,1,2071,874,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Free Jaffa / Shol'va,Tactics,22,50,20,1,2073,1723,"2071,2067",False,True,1,SUPPORTED AS TRAINABLE,SECONDARY branch name; membership reconstructed; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Ashrak,1,1,0,1,2853,,,True,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Ashrak,2,5,2,1,646,2853,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Ashrak,3,5,2,1,1614,646,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Ashrak,4,10,4,1,1613,2853,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Ashrak,5,10,4,1,1625,2853,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Ashrak,6,15,6,1,1622,2853,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Ashrak,7,15,6,1,1518,1614,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Ashrak,8,20,8,1,2860,1613,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Ashrak,9,20,8,1,2858,2860,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Ashrak,10,25,10,1,1621,2858,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Ashrak,11,25,10,1,2859,2853,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Ashrak,12,25,10,1,865,1518,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Ashrak,13,30,12,1,2861,1621,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Ashrak,14,30,12,1,2857,2861,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Ashrak,15,35,14,1,2863,2859,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Ashrak,16,35,14,1,1617,865,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Ashrak,17,40,16,1,1620,2857,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Ashrak,18,40,16,1,866,1617,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Ashrak,19,45,18,1,2869,1622,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Ashrak,20,45,18,1,2868,2863,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Ashrak,21,50,20,1,2862,2853,"2868,2869",False,True,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Battle Lord,1,1,0,1,1639,,,True,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Battle Lord,2,5,2,1,1627,1639,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Battle Lord,3,5,2,1,1629,1639,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Battle Lord,4,10,4,1,1637,1629,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Battle Lord,5,10,4,1,1632,1637,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Battle Lord,6,15,6,1,1481,1639,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Battle Lord,7,15,6,1,1482,1481,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Battle Lord,8,20,8,1,1626,1482,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Battle Lord,9,20,8,1,2660,1639,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Battle Lord,10,25,10,1,2554,1632,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Battle Lord,11,25,10,1,2656,2554,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Battle Lord,12,25,10,1,2719,2656,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Battle Lord,13,30,12,1,1630,2719,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Battle Lord,14,30,12,1,2676,1630,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Battle Lord,15,35,14,1,1628,1627,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Battle Lord,16,35,14,1,2717,1628,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Battle Lord,17,40,16,1,2715,1626,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Battle Lord,18,40,16,1,2694,2717,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Battle Lord,19,45,18,1,2716,2676,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Battle Lord,20,45,18,1,2865,2716,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Battle Lord,21,50,20,1,2718,1639,"2865,2694",False,True,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Servant Lord,1,1,0,1,1643,,,True,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Servant Lord,2,5,2,1,1646,1643,,False,False,0,VERIFY RAW COST 0,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Servant Lord,3,5,2,1,1647,1646,,False,False,0,VERIFY RAW COST 0,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Servant Lord,4,10,4,1,1651,1647,,False,False,0,VERIFY RAW COST 0,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Servant Lord,5,10,4,1,1644,1643,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Servant Lord,6,15,6,1,1645,1644,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Servant Lord,7,15,6,1,1650,1643,,False,False,0,VERIFY RAW COST 0,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Servant Lord,8,20,8,1,1652,1643,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Servant Lord,9,20,8,1,1654,1652,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Servant Lord,10,25,10,1,2824,1650,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Servant Lord,11,25,10,1,2852,1654,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Goa'uld,Servant Lord,12,30,12,1,2775,1643,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY name + strong historical/mechanical reconstruction; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
