chunk	actor	mesh	bw_x	bw_y	bw_z	archetype_path
Harset-0000fffe	StaticMeshActor	GA-Interior:GA-small_hallway_elbow_a_00	-187.760	-70.440	10.480	GA-Interior.GA-small_hallway_elbow_a_00_Pf0.GA-small_hallway_elbow_a_00_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Interior:GA-small_hallway_ramp_a_00	-159.560	-61.480	61.680	GA-Interior.GA-small_hallway_ramp_a_00_Pf0.GA-small_hallway_ramp_a_00_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Interior:GA-small_hallway_ramp_a_00	-159.600	-61.480	10.480	GA-Interior.GA-small_hallway_ramp_a_00_Pf0.GA-small_hallway_ramp_a_00_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Props:GA-Torch00	-193.600	-69.120	17.680	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Props:GA-Torch00	-143.760	-60.160	16.640	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Interior:GA-small_hallway_straight_a_1024_00	-141.640	-61.480	61.680	GA-Interior.GA-small_hallway_straight_a_1024_00_Pf0.GA-small_hallway_straight_a_1024_00_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Interior:GA-small_hallway_straight_a_1024_00	-141.640	-61.480	10.480	GA-Interior.GA-small_hallway_straight_a_1024_00_Pf0.GA-small_hallway_straight_a_1024_00_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Interior:GA-small_hallway_straight_a_512_00	-174.920	-70.440	61.680	GA-Interior.GA-small_hallway_straight_a_512_00_Pf0.GA-small_hallway_straight_a_512_00_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Interior:GA-small_hallway_straight_a_512_00	-187.720	-70.440	48.880	GA-Interior.GA-small_hallway_straight_a_512_00_Pf0.GA-small_hallway_straight_a_512_00_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Interior:GA-small_hallway_straight_a_512_00	-187.720	-70.440	23.280	GA-Interior.GA-small_hallway_straight_a_512_00_Pf0.GA-small_hallway_straight_a_512_00_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Props:GA-Torch00	-143.760	-60.160	4.240	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Interior:GA-small_hallway_straight_a_512_00	-174.960	-70.440	10.480	GA-Interior.GA-small_hallway_straight_a_512_00_Pf0.GA-small_hallway_straight_a_512_00_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Props:GA-Torch00	-139.440	-60.160	16.640	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Props:GA-Torch00	-193.760	-69.120	6.160	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	Env-DD:DD-Palm01	-114.520	-60.360	73.080	Env-DD.DD-Palm01_Pf0.DD-Palm01_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	Env-DD:DD-Palm01	-112.161	-60.440	50.792	Env-DD.DD-Palm01_Pf0.DD-Palm01_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	Env-DD:DD-Palm02	-115.440	-60.360	49.920	Env-DD.DD-Palm02_Pf0.DD-Palm02_Pf0_Arc1.StaticMeshComponent0
Harset-0000ffff	StaticMeshActor	Env-DD:DD-Palm03	-20.919	-69.440	79.498	Env-DD.DD-Palm03_Pf0.DD-Palm03_Pf0_Arc1.StaticMeshComponent0
Harset-0000ffff	StaticMeshActor	GA-Building:GA-GuardPost00	-12.831	-69.090	3.576	GA-Building.GA-GuardPost00_Pf0.GA-GuardPost00_Pf0_Arc1.StaticMeshComponent0
Harset-0000ffff	StaticMeshActor	Env-DD:DD-Palm04	-29.559	-69.520	87.178	Env-DD.DD-Palm04_Pf0.DD-Palm04_Pf0_Arc1.StaticMeshComponent0
Harset-0000ffff	StaticMeshActor	Env-DD:DD-Palm05	-23.639	-69.600	86.378	Env-DD.DD-Palm05_Pf0.DD-Palm05_Pf0_Arc1.StaticMeshComponent0
Harset-0000ffff	StaticMeshActor	Env-DD:DD-Palm07	-31.647	-70.160	93.790	Env-DD.DD-Palm07_Pf0.DD-Palm07_Pf0_Arc1.StaticMeshComponent0
Harset-0000ffff	StaticMeshActor	Env-DD:DD-Palm07	-14.199	-69.360	79.338	Env-DD.DD-Palm07_Pf0.DD-Palm07_Pf0_Arc1.StaticMeshComponent0
Harset-0000ffff	StaticMeshActor	Env-DD:DD-Palm07	-57.577	-69.360	7.916	Env-DD.DD-Palm07_Pf0.DD-Palm07_Pf0_Arc1.StaticMeshComponent0
Harset-0000ffff	StaticMeshActor	GA-Props:GA-Torch00	-4.951	-69.150	34.096	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000ffff	StaticMeshActor	GA-Props:GA-StreetLamp00	-7.671	-69.070	71.436	GA-Props.GA-StreetLamp00_Pf0.GA-StreetLamp00_Pf0_Arc1.StaticMeshComponent0
Harset-0000ffff	StaticMeshActor	GA-Props:GA-StreetLamp00	-4.231	-60.270	99.676	GA-Props.GA-StreetLamp00_Pf0.GA-StreetLamp00_Pf0_Arc1.StaticMeshComponent0
Harset-0000ffff	StaticMeshActor	GA-Props:GA-StreetLamp00	-41.511	-69.390	43.916	GA-Props.GA-StreetLamp00_Pf0.GA-StreetLamp00_Pf0_Arc1.StaticMeshComponent0
Harset-0000ffff	StaticMeshActor	GA-Props:GA-StreetLamp00	-41.431	-69.390	27.596	GA-Props.GA-StreetLamp00_Pf0.GA-StreetLamp00_Pf0_Arc1.StaticMeshComponent0
Harset-0000ffff	StaticMeshActor	GA-Props:GA-StreetLamp00	-62.631	-65.390	39.756	GA-Props.GA-StreetLamp00_Pf0.GA-StreetLamp00_Pf0_Arc1.StaticMeshComponent0
Harset-0000ffff	StaticMeshActor	GA-Props:GA-StreetLamp00	-62.871	-65.390	31.676	GA-Props.GA-StreetLamp00_Pf0.GA-StreetLamp00_Pf0_Arc1.StaticMeshComponent0
Harset-0000ffff	StaticMeshActor	Env-DD:DD-PalmBush01	-25.879	-69.520	88.938	Env-DD.DD-PalmBush01_Pf0.DD-PalmBush01_Pf0_Arc1.StaticMeshComponent0
Harset-0000ffff	StaticMeshActor	GA-Props:GA-StreetLamp00	-17.141	-69.170	1.356	GA-Props.GA-StreetLamp00_Pf0.GA-StreetLamp00_Pf0_Arc1.StaticMeshComponent0
Harset-0000ffff	StaticMeshActor	GA-Props:GA-StreetLamp00	-96.153	-60.330	90.028	GA-Props.GA-StreetLamp00_Pf0.GA-StreetLamp00_Pf0_Arc1.StaticMeshComponent0
Harset-0000ffff	StaticMeshActor	GA-Props:GA-StreetLamp00	-78.156	-60.170	55.444	GA-Props.GA-StreetLamp00_Pf0.GA-StreetLamp00_Pf0_Arc1.StaticMeshComponent0
Harset-0000ffff	StaticMeshActor	GA-Props:GA-StreetLamp00	-68.087	-60.170	65.796	GA-Props.GA-StreetLamp00_Pf0.GA-StreetLamp00_Pf0_Arc1.StaticMeshComponent0
Harset-0000ffff	StaticMeshActor	GA-Props:GA-StreetLamp00	-67.703	-60.250	6.272	GA-Props.GA-StreetLamp00_Pf0.GA-StreetLamp00_Pf0_Arc1.StaticMeshComponent0
Harset-0000ffff	StaticMeshActor	GA-Props:GA-StreetLamp00	-77.673	-60.250	16.243	GA-Props.GA-StreetLamp00_Pf0.GA-StreetLamp00_Pf0_Arc1.StaticMeshComponent0
Harset-0000ffff	StaticMeshActor	GA-Interior:GA-hallway_decor_torch_01	-73.500	-63.210	32.312	GA-Interior.GA-hallway_decor_torch_01_Pf0.GA-hallway_decor_torch_01_Pf0_Arc2.StaticMeshComponent0
Harset-0000ffff	StaticMeshActor	GA-Interior:GA-hallway_decor_torch_01	-73.768	-63.210	38.954	GA-Interior.GA-hallway_decor_torch_01_Pf0.GA-hallway_decor_torch_01_Pf0_Arc2.StaticMeshComponent0
Harset-0000ffff	StaticMeshActor	Env-DD:DD-Palm00	-56.980	-69.300	12.780	Env-DD.DD-Palm00_Pf0.DD-Palm00_Pf0_Arc1.StaticMeshComponent0
Harset-0000ffff	StaticMeshActor	Env-DD:DD-Palm00	-59.240	-69.280	61.160	Env-DD.DD-Palm00_Pf0.DD-Palm00_Pf0_Arc1.StaticMeshComponent0
Harset-00010000	StaticMeshActor	GA-Building:GA-MerchantTent01	73.360	-30.960	178.710	GA-Building.GA-MerchantTent01_Pf0.GA-MerchantTent01_Pf0_Arc2.StaticMeshComponent0
Harset-00010000	StaticMeshActor	GA-Props:GA-Awning_Door01	25.840	-50.040	161.320	GA-Props.GA-Awning_Door01_Pf0.GA-Awning_Door01_Pf0_Arc2.StaticMeshComponent0
Harset-00010000	StaticMeshActor	GA-Props:GA-Torch00	10.200	-30.920	191.950	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-00010000	StaticMeshActor	GA-Interior:GA-hallway_decor_torch_01	33.450	-45.150	162.760	GA-Interior.GA-hallway_decor_torch_01_Pf0.GA-hallway_decor_torch_01_Pf0_Arc2.StaticMeshComponent0
Harset-00010000	StaticMeshActor	GA-Props:GA-StreetLamp00	46.886	-49.860	139.112	GA-Props.GA-StreetLamp00_Pf0.GA-StreetLamp00_Pf0_Arc1.StaticMeshComponent0
Harset-00010000	StaticMeshActor	GA-Props:GA-StreetLamp00	27.494	-49.740	123.060	GA-Props.GA-StreetLamp00_Pf0.GA-StreetLamp00_Pf0_Arc1.StaticMeshComponent0
Harset-00010000	StaticMeshActor	GA-Props:GA-StreetLamp00	37.846	-49.740	112.708	GA-Props.GA-StreetLamp00_Pf0.GA-StreetLamp00_Pf0_Arc1.StaticMeshComponent0
Harset-00010000	StaticMeshActor	GA-Props:GA-StreetLamp00	53.518	-49.860	132.479	GA-Props.GA-StreetLamp00_Pf0.GA-StreetLamp00_Pf0_Arc1.StaticMeshComponent0
Harset-00010000	StaticMeshActor	GA-Props:GA-Torch00	19.400	-49.880	181.520	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-00010000	StaticMeshActor	GA-Props:GA-Torch00	31.720	-49.920	181.480	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-00010000	StaticMeshActor	GA-Props:GA-Torch00	31.840	-49.920	172.600	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-00010000	StaticMeshActor	GA-Props:GA-Torch00	19.760	-49.880	172.520	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-00010000	StaticMeshActor	GA-Interior:GA-hallway_decor_torch_01	18.030	-45.150	162.760	GA-Interior.GA-hallway_decor_torch_01_Pf0.GA-hallway_decor_torch_01_Pf0_Arc2.StaticMeshComponent0
Harset-00010000	StaticMeshActor	GA-Props:GA-StreetLamp00	90.080	-60.240	106.400	GA-Props.GA-StreetLamp00_Pf0.GA-StreetLamp00_Pf0_Arc1.StaticMeshComponent0
Harset-00010000	StaticMeshActor	GA-Props:GA-StreetLamp_Single00	4.883	-47.100	143.664	GA-Props.GA-StreetLamp_Single00_Pf0.GA-StreetLamp_Single00_Pf0_Arc3.StaticMeshComponent0
Harset-00010000	StaticMeshActor	Env-DD:DD-Palm00	56.105	-50.040	165.077	Env-DD.DD-Palm00_Pf0.DD-Palm00_Pf0_Arc1.StaticMeshComponent0
Harset-00010000	StaticMeshActor	Env-DD:DD-Palm00	9.795	-59.375	113.318	Env-DD.DD-Palm00_Pf0.DD-Palm00_Pf0_Arc1.StaticMeshComponent0
Harset-00010000	StaticMeshActor	GA-Interior:GA-hallway_decor_torch_01	4.149	-57.820	118.698	GA-Interior.GA-hallway_decor_torch_01_Pf0.GA-hallway_decor_torch_01_Pf0_Arc2.StaticMeshComponent0
Harset-00010000	StaticMeshActor	Env-DD:DD-Palm01	47.720	-30.070	199.100	Env-DD.DD-Palm01_Pf0.DD-Palm01_Pf0_Arc1.StaticMeshComponent0
Harset-00010000	StaticMeshActor	Env-DD:DD-Palm07	12.990	-59.100	112.190	Env-DD.DD-Palm07_Pf0.DD-Palm07_Pf0_Arc1.StaticMeshComponent0
Harset-00010000	StaticMeshActor	Env-DD:DD-PalmBush01	10.540	-59.110	111.600	Env-DD.DD-PalmBush01_Pf0.DD-PalmBush01_Pf0_Arc1.StaticMeshComponent0
Harset-00010000	StaticMeshActor	GA-Interior:GA-small_doorway_open_a_00	25.600	-51.200	169.600	GA-Interior.GA-small_doorway_open_a_00_Pf0.GA-small_doorway_open_a_00_Pf0_Arc1.StaticMeshComponent0
Harset-00010000	StaticMeshActor	GA-Interior:GA-small_hallway_ramp_a_00	25.600	-51.200	197.120	GA-Interior.GA-small_hallway_ramp_a_00_Pf0.GA-small_hallway_ramp_a_00_Pf0_Arc1.StaticMeshComponent0
Harset-00010000	StaticMeshActor	GA-Interior:GA-small_hallway_straight_a_1024_00	25.600	-51.200	179.200	GA-Interior.GA-small_hallway_straight_a_1024_00_Pf0.GA-small_hallway_straight_a_1024_00_Pf0_Arc1.StaticMeshComponent0
Harset-00010001	StaticMeshActor	GA-Building:GA-GuardPost00	111.320	-30.960	177.415	GA-Building.GA-GuardPost00_Pf0.GA-GuardPost00_Pf0_Arc1.StaticMeshComponent0
Harset-00010001	StaticMeshActor	EM-Cover:EM-Cover_Guardpost_Med01	131.697	-40.800	133.177	EM-Cover.EM-Cover_Guardpost_Med01_Pf0.EM-Cover_Guardpost_Med01_Pf0_Arc1.StaticMeshComponent0
Harset-00010001	StaticMeshActor	Em-Props:EM-SandbagSingle_00	136.489	-41.041	113.478	Em-Props.EM-SandbagI_00_Pf1.EM-SandbagI_00_Pf1_Arc8.StaticMeshComponent0
Harset-00010001	StaticMeshActor	Em-Props:EM-SandbagSingle_00	137.364	-39.760	115.002	Em-Props.EM-SandbagI_00_Pf1.EM-SandbagI_00_Pf1_Arc0.StaticMeshComponent0
Harset-00010001	StaticMeshActor	Em-Props:EM-ViewScreen02	186.510	-39.990	153.119	Em-Props.EM-ViewScreen02_Pf0.EM-ViewScreen02_Pf0_Arc1.StaticMeshComponent0
Harset-00010001	StaticMeshActor	Em-Props:EM-SandbagSingle_00	138.113	-40.980	117.485	Em-Props.EM-SandbagI_00_Pf1.EM-SandbagI_00_Pf1_Arc5.StaticMeshComponent0
Harset-00010001	StaticMeshActor	Em-Props:EM-ViewScreen02	195.010	-39.990	149.809	Em-Props.EM-ViewScreen02_Pf0.EM-ViewScreen02_Pf0_Arc1.StaticMeshComponent0
Harset-00010001	StaticMeshActor	Em-Props:EM-ViewScreen02	195.189	-39.980	156.589	Em-Props.EM-ViewScreen02_Pf0.EM-ViewScreen02_Pf0_Arc1.StaticMeshComponent0
Harset-00010001	StaticMeshActor	Em-Props:EM-ViewScreen02	185.979	-39.990	163.829	Em-Props.EM-ViewScreen02_Pf0.EM-ViewScreen02_Pf0_Arc1.StaticMeshComponent0
Harset-00010001	StaticMeshActor	Em-Props:EM-ViewScreen02	194.949	-39.990	166.339	Em-Props.EM-ViewScreen02_Pf0.EM-ViewScreen02_Pf0_Arc1.StaticMeshComponent0
Harset-00010001	StaticMeshActor	EM-Cover:EM-Cover_Shield_Med_I00	140.021	-41.180	120.209	EM-Cover.EM-Cover_Shield_Med_I00_Pf0.EM-Cover_Shield_Med_I00_Pf0_Arc2.StaticMeshComponent0
Harset-00010001	StaticMeshActor	Em-Props:EM-SandbagSingle_00	137.333	-41.200	116.529	Em-Props.EM-SandbagI_00_Pf1.EM-SandbagI_00_Pf1_Arc1.StaticMeshComponent0
Harset-00010001	StaticMeshActor	Em-Props:EM-SandbagSingle_00	136.826	-41.360	115.910	Em-Props.EM-SandbagI_00_Pf1.EM-SandbagI_00_Pf1_Arc2.StaticMeshComponent0
Harset-00010001	StaticMeshActor	Em-Props:EM-SandbagI_00	137.543	-41.200	115.390	Em-Props.EM-SandbagI_00_Pf1.EM-SandbagI_00_Pf1_Arc3.StaticMeshComponent0
Harset-00010001	StaticMeshActor	Em-Props:EM-SandbagSingle_00	137.930	-39.760	116.246	Em-Props.EM-SandbagI_00_Pf1.EM-SandbagI_00_Pf1_Arc4.StaticMeshComponent0
Harset-00010001	StaticMeshActor	Em-Props:EM-SandbagSingle_00	136.898	-41.037	113.227	Em-Props.EM-SandbagI_00_Pf1.EM-SandbagI_00_Pf1_Arc11.StaticMeshComponent0
Harset-00010001	StaticMeshActor	Em-Props:EM-WallLight00	191.734	-35.521	163.485	Em-Props.EM-WallLight00_Pf0.EM-WallLight00_Pf0_Arc2.StaticMeshComponent0
Harset-00010001	StaticMeshActor	EM-Cover:EM-Cover_Shield_Med_I00	160.572	-41.180	152.580	EM-Cover.EM-Cover_Shield_Med_I00_Pf0.EM-Cover_Shield_Med_I00_Pf0_Arc2.StaticMeshComponent0
Harset-00010001	StaticMeshActor	GA-Props:GA-StreetLamp00	107.980	-31.040	184.121	GA-Props.GA-StreetLamp00_Pf0.GA-StreetLamp00_Pf0_Arc1.StaticMeshComponent0
Harset-00010001	StaticMeshActor	GA-Props:GA-StreetLamp00	115.103	-31.040	194.780	GA-Props.GA-StreetLamp00_Pf0.GA-StreetLamp00_Pf0_Arc1.StaticMeshComponent0
Harset-00010001	StaticMeshActor	Em-Props:EM-WallLight00	186.454	-35.181	163.305	Em-Props.EM-WallLight00_Pf0.EM-WallLight00_Pf0_Arc2.StaticMeshComponent0
Harset-00010001	StaticMeshActor	EM-Cover:EM-Cover_Shield_Med_I00	162.150	-41.180	162.080	EM-Cover.EM-Cover_Shield_Med_I00_Pf0.EM-Cover_Shield_Med_I00_Pf0_Arc2.StaticMeshComponent0
Harset-00010001	StaticMeshActor	Em-Props:EM-SandbagSingle_00	136.526	-40.851	112.984	Em-Props.EM-SandbagI_00_Pf1.EM-SandbagI_00_Pf1_Arc10.StaticMeshComponent0
Harset-00010001	StaticMeshActor	Em-Props:EM-SandbagSingle_00	138.566	-41.200	116.934	Em-Props.EM-SandbagI_00_Pf1.EM-SandbagI_00_Pf1_Arc12.StaticMeshComponent0
Harset-00010001	StaticMeshActor	EM-Cover:EM-Cover_Shield_Med_I00	174.231	-41.190	199.314	EM-Cover.EM-Cover_Shield_Med_I00_Pf0.EM-Cover_Shield_Med_I00_Pf0_Arc2.StaticMeshComponent0
Harset-00010001	StaticMeshActor	Em-Props:EM-WallLight00	186.454	-35.181	154.385	Em-Props.EM-WallLight00_Pf0.EM-WallLight00_Pf0_Arc2.StaticMeshComponent0
Harset-00010001	StaticMeshActor	Em-Props:EM-WallLight00	191.734	-35.521	154.505	Em-Props.EM-WallLight00_Pf0.EM-WallLight00_Pf0_Arc2.StaticMeshComponent0
Harset-00010001	StaticMeshActor	Em-Props:EM-ViewScreen02	182.260	-39.990	153.469	Em-Props.EM-ViewScreen02_Pf0.EM-ViewScreen02_Pf0_Arc1.StaticMeshComponent0
Harset-00010001	StaticMeshActor	EM_Earth_Military:EM-Infirmary00-Generator	149.920	-41.120	105.600	EM_Earth_Military.EM-Infirmary00-Generator_Pf0.EM-Infirmary00-Generator_Pf0_Arc1.StaticMeshComponent0
Harset-00010001	StaticMeshActor	Em-Props:EM-AC_unit00	185.814	-37.781	149.265	Em-Props.EM-AC_unit00_Pf0.EM-AC_unit00_Pf0_Arc1.StaticMeshComponent0
Harset-00010001	StaticMeshActor	Em-Props:EM-AC_unit00	185.814	-37.481	167.245	Em-Props.EM-AC_unit00_Pf0.EM-AC_unit00_Pf0_Arc1.StaticMeshComponent0
Harset-00010001	StaticMeshActor	Env-DD:DD-Palm01	132.624	-69.280	112.480	Env-DD.DD-Palm01_Pf0.DD-Palm01_Pf0_Arc1.StaticMeshComponent0
Harset-00010001	StaticMeshActor	Em-Props:EM-StandingLight01	148.331	-41.280	154.278	Em-Props.EM-StandingLight01_Pf0.EM-StandingLight01_Pf0_Arc0.StaticMeshComponent0
Harset-00010001	StaticMeshActor	Em-Props:EM-StandingLight01	134.880	-41.280	111.800	Em-Props.EM-StandingLight01_Pf0.EM-StandingLight01_Pf0_Arc0.StaticMeshComponent0
Harset-00010001	StaticMeshActor	Em-Props:EM-StandingLight04	126.156	-27.730	116.700	Em-Props.EM-StandingLight04_Pf0.EM-StandingLight04_Pf0_Arc0.StaticMeshComponent0
Harset-00010001	StaticMeshActor	Em-Props:EM-StandingLight04	130.526	-27.730	111.199	Em-Props.EM-StandingLight04_Pf0.EM-StandingLight04_Pf0_Arc0.StaticMeshComponent0
Harset-00010001	StaticMeshActor	Em-Props:EM-StandingLight04	152.730	-29.971	155.011	Em-Props.EM-StandingLight04_Pf0.EM-StandingLight04_Pf0_Arc0.StaticMeshComponent0
Harset-00010001	StaticMeshActor	Em-Props:EM-StandingLight04	158.720	-29.971	164.695	Em-Props.EM-StandingLight04_Pf0.EM-StandingLight04_Pf0_Arc0.StaticMeshComponent0
Harset-00010001	StaticMeshActor	Em-Props:EM-StandingLight05	169.202	-41.200	158.882	Em-Props.EM-StandingLight05_Pf0.EM-StandingLight05_Pf0_Arc0.StaticMeshComponent0
Harset-00010001	StaticMeshActor	Em-Props:EM-StandingLight05	178.968	-41.200	127.885	Em-Props.EM-StandingLight05_Pf0.EM-StandingLight05_Pf0_Arc0.StaticMeshComponent0
Harset-00010001	StaticMeshActor	GA-Building:GA-Barracks01	102.388	-31.610	167.962	GA-Building.GA-Barracks01_Pf0.GA-Barracks01_Pf0_Arc2.StaticMeshComponent0
Harset-00010001	StaticMeshActor	Em-Props:EM-SandbagSingle_00	138.786	-41.240	117.414	Em-Props.EM-SandbagI_00_Pf1.EM-SandbagI_00_Pf1_Arc6.StaticMeshComponent0
Harset-00010001	StaticMeshActor	GA-Building:GA-GuardPost00	122.587	-30.960	194.277	GA-Building.GA-GuardPost00_Pf0.GA-GuardPost00_Pf0_Arc1.StaticMeshComponent0
Harset-00010001	StaticMeshActor	Em-Props:EM-StandingLight04	169.447	-29.895	199.658	Em-Props.EM-StandingLight04_Pf0.EM-StandingLight04_Pf0_Arc0.StaticMeshComponent0
Harset-00010001	StaticMeshActor	Em-Props:EM-SandbagSingle_00	136.010	-41.300	113.906	Em-Props.EM-SandbagI_00_Pf1.EM-SandbagI_00_Pf1_Arc7.StaticMeshComponent0
Harset-00010001	StaticMeshActor	Em-Props:EM-SandbagSingle_00	136.341	-41.199	113.194	Em-Props.EM-SandbagI_00_Pf1.EM-SandbagI_00_Pf1_Arc9.StaticMeshComponent0
Harset-00010001	StaticMeshActor	EM-Buildings:EM-Quartermaster01	188.514	-41.221	156.705	EM-Buildings.EM-Quartermaster01_Pf0.EM-Quartermaster01_Pf0_Arc1.StaticMeshComponent0
Harset-00010002	StaticMeshActor	Em-Props:EM-SecurityCam01_Arm	212.539	-63.680	108.507	Em-Props.EM-SecurityCam00_Pf0.EM-SecurityCam00_Pf0_Arc1.StaticMeshComponent0
Harset-0001fffe	StaticMeshActor	Env-DD:DD-Palm03	-103.520	-50.080	147.040	Env-DD.DD-Palm03_Pf0.DD-Palm03_Pf0_Arc1.StaticMeshComponent0
Harset-0001fffe	StaticMeshActor	GA-Building:GA-GuardPost00	-114.009	-31.050	171.490	GA-Building.GA-GuardPost00_Pf0.GA-GuardPost00_Pf0_Arc1.StaticMeshComponent0
Harset-0001fffe	StaticMeshActor	CA-Arch:CA-Courtyard_Str00	-184.510	-41.440	162.266	CA-Arch.CA-Courtyard_Str00_Pf0.CA-Courtyard_Str00_Pf0_Arc4.StaticMeshComponent0
Harset-0001fffe	StaticMeshActor	Env-DD:DD-Palm04	-113.280	-53.920	137.920	Env-DD.DD-Palm04_Pf0.DD-Palm04_Pf0_Arc1.StaticMeshComponent0
Harset-0001fffe	StaticMeshActor	JF-Props:JF-Brazier00	-102.830	-30.770	161.400	JF-Props.JF-Brazier00_Pf0.JF-Brazier00_Pf0_Arc0.StaticMeshComponent0
Harset-0001fffe	StaticMeshActor	JF-Props:JF-Brazier00	-110.090	-30.760	162.530	JF-Props.JF-Brazier00_Pf0.JF-Brazier00_Pf0_Arc0.StaticMeshComponent0
Harset-0001fffe	StaticMeshActor	JF-Props:JF-Brazier00	-121.350	-30.900	169.300	JF-Props.JF-Brazier00_Pf0.JF-Brazier00_Pf0_Arc0.StaticMeshComponent0
Harset-0001fffe	StaticMeshActor	JF-Props:JF-Brazier00	-150.790	-30.970	196.260	JF-Props.JF-Brazier00_Pf0.JF-Brazier00_Pf0_Arc0.StaticMeshComponent0
Harset-0001fffe	StaticMeshActor	Env-DD:DD-Palm07	-108.000	-60.320	110.080	Env-DD.DD-Palm07_Pf0.DD-Palm07_Pf0_Arc1.StaticMeshComponent0
Harset-0001fffe	StaticMeshActor	GA-Arch_Ruined:GA-Aquaducts05	-146.273	-42.429	187.657	GA-Arch_Ruined.GA-Aquaducts05_Pf0.GA-Aquaducts05_Pf0_Arc2.StaticMeshComponent0
Harset-0001fffe	StaticMeshActor	GA-Props:GA-StreetLamp00	-113.506	-31.040	178.974	GA-Props.GA-StreetLamp00_Pf0.GA-StreetLamp00_Pf0_Arc1.StaticMeshComponent0
Harset-0001fffe	StaticMeshActor	GA-Props:GA-StreetLamp00	-124.165	-31.040	186.096	GA-Props.GA-StreetLamp00_Pf0.GA-StreetLamp00_Pf0_Arc1.StaticMeshComponent0
Harset-0001fffe	StaticMeshActor	JF-Buildings:JF-MilitaryTent00	-179.711	-41.367	133.189	JF-Buildings.JF-MilitaryTent00_Pf0.JF-MilitaryTent00_Pf0_Arc5.StaticMeshComponent0
Harset-0001fffe	StaticMeshActor	JF-Props:JF-Torch00	-184.030	-41.300	130.220	JF-Props.JF-Torch00_Pf0.JF-Torch00_Pf0_Arc1.StaticMeshComponent0
Harset-0001fffe	StaticMeshActor	JF-Props:JF-Torch00	-175.820	-41.300	128.850	JF-Props.JF-Torch00_Pf0.JF-Torch00_Pf0_Arc1.StaticMeshComponent0
Harset-0001fffe	StaticMeshActor	JF-Props:JF-Torch00	-176.020	-41.290	137.420	JF-Props.JF-Torch00_Pf0.JF-Torch00_Pf0_Arc1.StaticMeshComponent0
Harset-0001fffe	StaticMeshActor	JF-Buildings:JF-Tent01	-185.369	-41.120	114.921	JF-Buildings.JF-Tent01_Pf0.JF-Tent01_Pf0_Arc3.StaticMeshComponent0
Harset-0001fffe	StaticMeshActor	JF-Buildings:JF-Tent03	-144.325	-41.280	106.295	JF-Buildings.JF-Tent03_Pf0.JF-Tent03_Pf0_Arc1.StaticMeshComponent0
Harset-0001fffe	StaticMeshActor	JF-Buildings:JF-Tent03	-140.153	-41.280	110.467	JF-Buildings.JF-Tent03_Pf0.JF-Tent03_Pf0_Arc1.StaticMeshComponent0
Harset-0001fffe	StaticMeshActor	JF-Buildings:JF-Tent03	-148.412	-41.280	102.208	JF-Buildings.JF-Tent03_Pf0.JF-Tent03_Pf0_Arc1.StaticMeshComponent0
Harset-0001fffe	StaticMeshActor	JF-Buildings:JF-Tent03	-184.475	-41.308	121.821	JF-Buildings.JF-Tent03_Pf0.JF-Tent03_Pf0_Arc1.StaticMeshComponent0
